epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,790.933,1.56969,0.96043,0.92771,0.73208,0.75345,0.73257,0.38953,1.73193,1.03473,0.96067,0.000366877,0.000366877,0.000366877
181,795.336,1.57838,0.97385,0.93087,0.74541,0.7536,0.73231,0.39345,1.72768,1.0307,0.96025,0.00034227,0.00034227,0.00034227
182,799.729,1.5538,0.95302,0.93147,0.73809,0.76082,0.73239,0.39305,1.73742,1.02484,0.9642,0.000318825,0.000318825,0.000318825
183,804.16,1.5489,0.93756,0.9253,0.71288,0.65026,0.70527,0.38327,1.72519,1.02697,0.96359,0.000296546,0.000296546,0.000296546
184,808.599,1.57886,0.95818,0.93005,0.72869,0.7531,0.72611,0.39093,1.72945,1.02545,0.96379,0.000275441,0.000275441,0.000275441
185,812.996,1.578,0.96445,0.92485,0.73605,0.7572,0.73064,0.39058,1.72679,1.02997,0.96216,0.000255513,0.000255513,0.000255513
186,817.329,1.53526,0.94257,0.93073,0.73333,0.75861,0.7316,0.39242,1.73215,1.02926,0.96284,0.000236769,0.000236769,0.000236769
187,821.71,1.54455,0.938,0.9201,0.72858,0.76508,0.72939,0.38994,1.72672,1.02437,0.96136,0.000219212,0.000219212,0.000219212
188,826.151,1.5535,0.9535,0.93169,0.73601,0.75572,0.73006,0.3917,1.7157,1.02436,0.96157,0.000202847,0.000202847,0.000202847
189,830.516,1.579,0.98132,0.9321,0.7377,0.6514,0.70223,0.38429,1.71342,1.02438,0.96372,0.000187678,0.000187678,0.000187678
190,834.855,1.53842,0.95272,0.93511,0.72885,0.74865,0.72615,0.38778,1.73731,1.02894,0.96552,0.000173709,0.000173709,0.000173709
191,839.281,1.4926,0.93079,0.93377,0.69958,0.648,0.6873,0.38441,1.74991,1.04004,0.96773,0.000160943,0.000160943,0.000160943
192,843.388,1.49669,0.91483,0.92825,0.708,0.61806,0.67657,0.38464,1.73713,1.04003,0.96841,0.000149383,0.000149383,0.000149383
193,847.473,1.49273,0.92387,0.92992,0.61351,0.75976,0.69211,0.37992,1.7364,1.03697,0.96703,0.000139032,0.000139032,0.000139032
194,851.622,1.515,0.91919,0.92795,0.74089,0.61348,0.69151,0.37665,1.74618,1.03342,0.96757,0.000129893,0.000129893,0.000129893
195,855.681,1.48973,0.91695,0.91931,0.74494,0.61348,0.67614,0.37102,1.72934,1.03417,0.96536,0.000121968,0.000121968,0.000121968
196,859.742,1.48175,0.90978,0.92778,0.74732,0.61081,0.67108,0.37098,1.72516,1.03262,0.96559,0.000115259,0.000115259,0.000115259
197,863.809,1.50774,0.92843,0.92767,0.72289,0.62116,0.6725,0.36952,1.72853,1.03694,0.96629,0.000109768,0.000109768,0.000109768
198,867.854,1.49109,0.89547,0.92707,0.70997,0.63277,0.67296,0.36986,1.72715,1.03819,0.96521,0.000105495,0.000105495,0.000105495
199,871.919,1.46973,0.90183,0.92474,0.70874,0.63621,0.67162,0.36994,1.73202,1.03964,0.96536,0.000102443,0.000102443,0.000102443
200,876.066,1.44224,0.87714,0.91405,0.69926,0.64086,0.66728,0.36919,1.72454,1.03579,0.96411,0.000100611,0.000100611,0.000100611
